driver_id,seed,route_idx,candidate_count,time_eligible_candidate_count,feasible_opportunity_count,observable_opportunity_count,nominal_route_value,observable_route_value,walk_route_value,route_distance_miles,observability_ablation,use_urban_context
7,42,0,21,21,14,14,19.752830974188175,16.71439890444952,15.217388756373733,7.458461232554961,no_clutter,True
7,42,1,23,23,25,18,29.27352206494588,24.0707569567505,26.46230589076005,8.173847664259883,no_clutter,True
7,43,0,21,21,14,14,19.752830974188175,16.71439890444952,15.217388756373733,7.458461232554961,no_clutter,True
7,43,1,23,23,25,18,29.27352206494588,24.0707569567505,26.46230589076005,8.173847664259883,no_clutter,True
7,44,0,21,21,14,14,19.752830974188175,16.71439890444952,15.217388756373733,7.458461232554961,no_clutter,True
7,44,1,23,23,25,18,29.27352206494588,24.0707569567505,26.46230589076005,8.173847664259883,no_clutter,True
8,42,0,3,3,3,3,26.428601165695255,21.47962074922455,22.79029235703242,17.643878857171263,no_clutter,True
8,43,0,3,3,3,3,26.428601165695255,21.47962074922455,22.79029235703242,17.643878857171263,no_clutter,True
8,44,0,3,3,3,3,26.428601165695255,21.47962074922455,22.79029235703242,17.643878857171263,no_clutter,True
9,42,0,5,5,0,0,-5.010532889258951,-5.010532889258951,-5.010532889258951,7.478407297401419,no_clutter,True
9,42,1,6,6,0,0,-5.5421315570358045,-5.5421315570358045,-5.5421315570358045,8.271838144829559,no_clutter,True
9,43,0,5,5,0,0,-5.010532889258951,-5.010532889258951,-5.010532889258951,7.478407297401419,no_clutter,True
9,43,1,6,6,0,0,-5.5421315570358045,-5.5421315570358045,-5.5421315570358045,8.271838144829559,no_clutter,True
9,44,0,5,5,0,0,-5.010532889258951,-5.010532889258951,-5.010532889258951,7.478407297401419,no_clutter,True
9,44,1,6,6,0,0,-5.5421315570358045,-5.5421315570358045,-5.5421315570358045,8.271838144829559,no_clutter,True
10,42,0,27,27,5,5,15.216527893422148,12.479715306437724,9.531396364507483,7.885779263549033,no_clutter,True
10,42,1,28,28,5,5,14.684929225645295,11.94811663866087,8.999797696730631,8.67921011097717,no_clutter,True
10,43,0,27,27,5,5,15.216527893422148,12.479715306437724,9.531396364507483,7.885779263549033,no_clutter,True
10,43,1,28,28,5,5,14.684929225645295,11.94811663866087,8.999797696730631,8.67921011097717,no_clutter,True
10,44,0,27,27,5,5,15.216527893422148,12.479715306437724,9.531396364507483,7.885779263549033,no_clutter,True
10,44,1,28,28,5,5,14.684929225645295,11.94811663866087,8.999797696730631,8.67921011097717,no_clutter,True
11,42,0,8,8,0,0,-11.96390507910075,-11.96390507910075,-11.96390507910075,17.85657474492649,no_clutter,True
11,42,1,8,8,0,0,-12.85012489592007,-12.85012489592007,-12.85012489592007,19.179290889432938,no_clutter,True
11,43,0,8,8,0,0,-11.96390507910075,-11.96390507910075,-11.96390507910075,17.85657474492649,no_clutter,True
11,43,1,8,8,0,0,-12.85012489592007,-12.85012489592007,-12.85012489592007,19.179290889432938,no_clutter,True
11,44,0,8,8,0,0,-11.96390507910075,-11.96390507910075,-11.96390507910075,17.85657474492649,no_clutter,True
11,44,1,8,8,0,0,-12.85012489592007,-12.85012489592007,-12.85012489592007,19.179290889432938,no_clutter,True
12,42,0,0,0,0,0,-8.22323064113239,-8.22323064113239,-8.22323064113239,12.273478568854314,no_clutter,True
12,43,0,0,0,0,0,-8.22323064113239,-8.22323064113239,-8.22323064113239,12.273478568854314,no_clutter,True
12,44,0,0,0,0,0,-8.22323064113239,-8.22323064113239,-8.22323064113239,12.273478568854314,no_clutter,True
13,42,0,5,5,3,0,0.14571190674437862,-1.596718416726338,-0.03400987994027371,11.349683721277046,no_clutter,True
13,42,1,5,5,3,0,-0.3210657785179034,-2.06349610198862,-0.5007875652025557,12.04636683360881,no_clutter,True
13,43,0,5,5,3,0,0.14571190674437862,-1.596718416726338,-0.03400987994027371,11.349683721277046,no_clutter,True
13,43,1,5,5,3,0,-0.3210657785179034,-2.06349610198862,-0.5007875652025557,12.04636683360881,no_clutter,True
13,44,0,5,5,3,0,0.14571190674437862,-1.596718416726338,-0.03400987994027371,11.349683721277046,no_clutter,True
13,44,1,5,5,3,0,-0.3210657785179034,-2.06349610198862,-0.5007875652025557,12.04636683360881,no_clutter,True
14,42,0,16,16,8,6,22.021856786011657,17.739662212956294,18.08798047172868,8.176333155206482,no_clutter,True
14,43,0,16,16,8,6,22.021856786011657,17.739662212956294,18.08798047172868,8.176333155206482,no_clutter,True
14,44,0,16,16,8,6,22.021856786011657,17.739662212956294,18.08798047172868,8.176333155206482,no_clutter,True
15,42,0,1,1,2,2,-2.5871773522064956,-3.003850222615917,-2.8342726594221577,8.339070674935067,no_clutter,True
15,43,0,1,1,2,2,-2.5871773522064956,-3.003850222615917,-2.8342726594221577,8.339070674935067,no_clutter,True
15,44,0,1,1,2,2,-2.5871773522064956,-3.003850222615917,-2.8342726594221577,8.339070674935067,no_clutter,True
16,42,0,14,14,8,3,16.97527060782681,12.179022655774837,13.494963125231905,10.111536406228641,no_clutter,True
16,42,1,27,27,21,1,30.768817651956702,21.527760985413543,28.262229884002814,9.300272161258652,no_clutter,True
16,43,0,14,14,8,3,16.97527060782681,12.179022655774837,13.494963125231905,10.111536406228641,no_clutter,True
16,43,1,27,27,21,1,30.768817651956702,21.527760985413543,28.262229884002814,9.300272161258652,no_clutter,True
16,44,0,14,14,8,3,16.97527060782681,12.179022655774837,13.494963125231905,10.111536406228641,no_clutter,True
16,44,1,27,27,21,1,30.768817651956702,21.527760985413543,28.262229884002814,9.300272161258652,no_clutter,True
