policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min
feasible_count_baseline,42,2015-04-27T09:18:00,37,1,1,1,4.5,-1.1794338051623656,4.0,1.7666666666666666,4.8079322620755836,0.6368261851637654,103,84984,84984,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-28T07:38:00,33,1,1,2,13.25,1.9387177352206475,3.0,3.433333333333333,4.0360132190625695,0.6146314699718134,95,66498;33959,66498,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-28T07:38:00,35,0,3,3,20.25,10.032889258950874,12.0,2.438888888888889,4.949162659391408,0.47330379438183595,92,83858;30257;75594,83858;30257;75594,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-28T08:33:00,54,0,0,0,0.0,-6.271523730224814,0.0,0.0,0.0,0.0,102,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-28T09:01:00,14,0,2,2,20.0,13.283347210657785,8.0,2.833333333333333,5.024128338617212,0.630215560850377,100,7421;24587,7421;24587,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-29T08:33:00,29,0,0,2,0.0,-8.910949208992507,8.0,0.0,4.585660165899887,0.5159126588080993,102,47807;14297,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-29T09:50:00,36,0,1,2,15.0,9.152872606161532,15.0,0.1,2.359997273560329,0.5385448213811153,94,2142;2150,2142,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-30T08:51:00,16,0,0,0,0.0,-7.132389675270608,0.0,0.0,0.0,0.0,104,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,42,2015-04-30T09:15:00,32,0,3,3,26.0,18.003955037468774,9.0,2.0722222222222224,3.2533865946325107,0.6620394249140377,112,69532;45986;55845,69532;45986;55845,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-01T08:25:00,55,0,1,3,17.0,11.091090757701913,7.0,1.1833333333333333,2.9789140992394465,0.5610983259603928,112,81193;84405;29738,81193,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-01T09:27:00,24,1,1,3,6.0,-1.035886761032474,15.0,0.06666666666666667,3.5985566676604197,0.5615116631475144,98,59385;87973;8258,87973,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-02T08:53:00,40,0,1,2,5.0,-6.945045795170692,7.0,1.4833333333333334,3.383923169582581,0.3453872670071283,119,50941;60893,50941,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-03T07:22:00,34,0,1,1,9.5,-2.04571190674438,3.0,3.95,5.216371667030963,0.5564217983244952,51,61967,61967,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-03T07:42:00,11,1,1,2,4.0,-9.741590341382185,6.0,2.6,5.712262144346172,0.5328519264446495,55,51937;34038,34038,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-03T07:42:00,53,1,1,2,4.75,-7.048459616985847,6.0,1.8,5.212804133509673,0.3452875757326771,62,82166;44396,44396,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
