policy,domain,scenario_name,time_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min,mean_profit_per_driver,mean_total_profit,mean_service_rate,mean_wait_min,mean_walk_min,mean_observability,mean_route_coverage_rate,mean_drivers_skipped_no_route,mean_eligible_riders,n_runs
corridor_only,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5,-4.854526436303084,-291.27158617818503,0.0003343051932393625,2.4531746031746033,5.138533400283282,0.1777778103347202,1.0,0.0,91234.0,2
feasible_count_baseline,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5,-2.839172911462672,-170.3503746877603,0.0006357279084551812,2.1935344827586203,4.101879860442755,0.5625042853511552,1.0,0.0,91234.0,2
ml_meeting_point_comparator,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5,-2.785202262003888,-167.11213572023328,0.0006083258434355612,2.037191358024691,3.848010819640968,0.5845703161694937,1.0,0.0,91234.0,2
rendezvous_observable,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5,-2.0810355953372213,-124.86213572023325,0.000685051625490497,2.1751999484004134,3.903164941116843,0.5917313998344716,1.0,0.0,91234.0,2
rendezvous_only,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5,-2.5310355953372214,-151.86213572023328,0.0006357279084551812,2.1929960317460315,4.112968938122219,0.5602139015159853,1.0,0.0,91234.0,2
time_only_baseline,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5,-3.290270954759924,-197.41625728559544,0.0005535217133963216,2.193107966457023,3.921396558422344,0.5883912102709979,1.0,0.0,91234.0,2
walk_aware_rendezvous,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5,-2.3456189286705547,-140.73713572023328,0.0006247670824473333,2.109210526315789,2.9666878489846185,0.5422935527396928,1.0,0.0,91234.0,2
