driver_id,seed,domain,scenario_name,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_ablation,use_urban_context,walk_penalty_per_min,policy,route_idx,score,route_distance_miles,route_cost,expected_value,nominal_revenue,realized_revenue,actual_profit,successful_riders,attempted_riders,candidate_count,time_eligible_candidate_count,feasible_opportunity_count,observable_opportunity_count,mean_observability,mean_walk_min,nominal_realized_gap
0,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,corridor_only,0,20.0,9.877900257248314,6.618193172356371,20.358888153813986,34.75,26.0,19.38180682764363,2,3,20,20,13,5,0.5572215236554076,2.75539606456014,8.75
0,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,time_only_baseline,0,-6.618193172356371,9.877900257248314,6.618193172356371,28.13180682764363,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.574956573356186,3.925890518689045,0.0
0,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,feasible_count_baseline,0,13.0,9.877900257248314,6.618193172356371,28.13180682764363,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.574956573356186,3.925890518689045,0.0
0,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,walk_aware_rendezvous,0,23.99871273080342,9.877900257248314,6.618193172356371,23.99871273080342,34.75,8.75,2.1318068276436293,1,3,20,20,13,5,0.5572215236554076,2.75539606456014,26.0
0,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_only,0,28.13180682764363,9.877900257248314,6.618193172356371,28.13180682764363,34.75,22.0,15.38180682764363,2,3,20,20,13,5,0.574956573356186,3.925890518689045,12.75
0,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_observable,0,20.556878561097683,9.877900257248314,6.618193172356371,20.556878561097683,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.5760777529205215,3.8941225552460828,0.0
0,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,ml_meeting_point_comparator,0,22.383415385326984,9.877900257248314,6.618193172356371,22.383415385326984,34.75,22.0,15.38180682764363,2,3,20,20,13,5,0.5760777529205215,3.8941225552460828,12.75
0,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,corridor_only,0,20.0,9.877900257248314,6.618193172356371,20.358888153813986,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.5572215236554076,2.75539606456014,0.0
0,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,time_only_baseline,0,-6.618193172356371,9.877900257248314,6.618193172356371,28.13180682764363,34.75,22.0,15.38180682764363,2,3,20,20,13,5,0.574956573356186,3.925890518689045,12.75
0,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,feasible_count_baseline,0,13.0,9.877900257248314,6.618193172356371,28.13180682764363,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.574956573356186,3.925890518689045,0.0
0,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,walk_aware_rendezvous,0,23.99871273080342,9.877900257248314,6.618193172356371,23.99871273080342,34.75,26.0,19.38180682764363,2,3,20,20,13,5,0.5572215236554076,2.75539606456014,8.75
0,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_only,0,28.13180682764363,9.877900257248314,6.618193172356371,28.13180682764363,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.574956573356186,3.925890518689045,0.0
0,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_observable,0,20.556878561097683,9.877900257248314,6.618193172356371,20.556878561097683,34.75,21.5,14.88180682764363,2,3,20,20,13,5,0.5760777529205215,3.8941225552460828,13.25
0,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,ml_meeting_point_comparator,0,22.383415385326984,9.877900257248314,6.618193172356371,22.383415385326984,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.5760777529205215,3.8941225552460828,0.0
0,44,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,corridor_only,0,20.0,9.877900257248314,6.618193172356371,20.358888153813986,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.5572215236554076,2.75539606456014,0.0
0,44,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,time_only_baseline,0,-6.618193172356371,9.877900257248314,6.618193172356371,28.13180682764363,34.75,21.5,14.88180682764363,2,3,20,20,13,5,0.574956573356186,3.925890518689045,13.25
0,44,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,feasible_count_baseline,0,13.0,9.877900257248314,6.618193172356371,28.13180682764363,34.75,8.75,2.1318068276436293,1,3,20,20,13,5,0.574956573356186,3.925890518689045,26.0
0,44,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,walk_aware_rendezvous,0,23.99871273080342,9.877900257248314,6.618193172356371,23.99871273080342,34.75,26.0,19.38180682764363,2,3,20,20,13,5,0.5572215236554076,2.75539606456014,8.75
0,44,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_only,0,28.13180682764363,9.877900257248314,6.618193172356371,28.13180682764363,34.75,22.0,15.38180682764363,2,3,20,20,13,5,0.574956573356186,3.925890518689045,12.75
0,44,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_observable,0,20.556878561097683,9.877900257248314,6.618193172356371,20.556878561097683,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.5760777529205215,3.8941225552460828,0.0
0,44,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,ml_meeting_point_comparator,0,22.383415385326984,9.877900257248314,6.618193172356371,22.383415385326984,34.75,34.75,28.13180682764363,3,3,20,20,13,5,0.5760777529205215,3.8941225552460828,0.0
1,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,corridor_only,1,5.0,15.915406315632495,10.663322231473773,16.863148576499086,35.0,35.0,24.33667776852623,3,3,5,5,10,3,0.5911764862837753,3.665640103330899,0.0
1,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,time_only_baseline,0,-9.790757701915073,14.613071196888168,9.790757701915073,-9.790757701915073,0.0,0.0,-9.790757701915073,0,0,0,0,0,0,0.0,0.0,0.0
1,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,feasible_count_baseline,1,10.0,15.915406315632495,10.663322231473773,24.33667776852623,35.0,10.75,0.08667776852622744,1,3,5,5,10,3,0.6295424787500288,4.733366085050469,24.25
1,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,walk_aware_rendezvous,1,18.838217613529878,15.915406315632495,10.663322231473773,18.838217613529878,35.0,24.25,13.586677768526227,2,3,5,5,10,3,0.5911764862837753,3.665640103330899,10.75
1,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_only,1,24.33667776852623,15.915406315632495,10.663322231473773,24.33667776852623,35.0,35.0,24.33667776852623,3,3,5,5,10,3,0.6295424787500288,4.733366085050469,0.0
1,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_observable,1,17.400272471026632,15.915406315632495,10.663322231473773,17.400272471026632,35.0,35.0,24.33667776852623,3,3,5,5,10,3,0.6295424787500288,4.733366085050469,0.0
1,42,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,ml_meeting_point_comparator,1,20.088914434149714,15.915406315632495,10.663322231473773,20.088914434149714,35.0,35.0,24.33667776852623,3,3,5,5,10,3,0.6295424787500288,4.733366085050469,0.0
1,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,corridor_only,1,5.0,15.915406315632495,10.663322231473773,16.863148576499086,35.0,35.0,24.33667776852623,3,3,5,5,10,3,0.5911764862837753,3.665640103330899,0.0
1,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,time_only_baseline,0,-9.790757701915073,14.613071196888168,9.790757701915073,-9.790757701915073,0.0,0.0,-9.790757701915073,0,0,0,0,0,0,0.0,0.0,0.0
1,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,feasible_count_baseline,1,10.0,15.915406315632495,10.663322231473773,24.33667776852623,35.0,24.25,13.586677768526227,2,3,5,5,10,3,0.6295424787500288,4.733366085050469,10.75
1,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,walk_aware_rendezvous,1,18.838217613529878,15.915406315632495,10.663322231473773,18.838217613529878,35.0,23.25,12.586677768526227,2,3,5,5,10,3,0.5911764862837753,3.665640103330899,11.75
1,43,yellow,sparse_high_occlusion,25,0.4,1,no_turn,True,0.5,rendezvous_only,1,24.33667776852623,15.915406315632495,10.663322231473773,24.33667776852623,35.0,35.0,24.33667776852623,3,3,5,5,10,3,0.6295424787500288,4.733366085050469,0.0
