driver_id,seed,route_idx,candidate_count,time_eligible_candidate_count,feasible_opportunity_count,observable_opportunity_count,nominal_route_value,observable_route_value,walk_route_value,route_distance_miles,observability_ablation,use_urban_context
11,44,1,8,8,0,0,-12.85012489592007,-12.85012489592007,-12.85012489592007,19.179290889432938,no_turn,True
12,42,0,0,0,0,0,-8.22323064113239,-8.22323064113239,-8.22323064113239,12.273478568854314,no_turn,True
12,43,0,0,0,0,0,-8.22323064113239,-8.22323064113239,-8.22323064113239,12.273478568854314,no_turn,True
12,44,0,0,0,0,0,-8.22323064113239,-8.22323064113239,-8.22323064113239,12.273478568854314,no_turn,True
13,42,0,5,5,3,0,0.14571190674437862,-1.8177912813729344,-0.03400987994027371,11.349683721277046,no_turn,True
13,42,1,5,5,3,0,-0.3210657785179034,-2.2845689666352165,-0.5007875652025557,12.04636683360881,no_turn,True
13,43,0,5,5,3,0,0.14571190674437862,-1.8177912813729344,-0.03400987994027371,11.349683721277046,no_turn,True
13,43,1,5,5,3,0,-0.3210657785179034,-2.2845689666352165,-0.5007875652025557,12.04636683360881,no_turn,True
13,44,0,5,5,3,0,0.14571190674437862,-1.8177912813729344,-0.03400987994027371,11.349683721277046,no_turn,True
13,44,1,5,5,3,0,-0.3210657785179034,-2.2845689666352165,-0.5007875652025557,12.04636683360881,no_turn,True
14,42,0,16,16,8,0,22.021856786011657,16.161293725157492,18.08798047172868,8.176333155206482,no_turn,True
14,43,0,16,16,8,0,22.021856786011657,16.161293725157492,18.08798047172868,8.176333155206482,no_turn,True
14,44,0,16,16,8,0,22.021856786011657,16.161293725157492,18.08798047172868,8.176333155206482,no_turn,True
15,42,0,1,1,2,0,-2.5871773522064956,-3.2393636911516817,-2.8342726594221577,8.339070674935067,no_turn,True
15,43,0,1,1,2,0,-2.5871773522064956,-3.2393636911516817,-2.8342726594221577,8.339070674935067,no_turn,True
15,44,0,1,1,2,0,-2.5871773522064956,-3.2393636911516817,-2.8342726594221577,8.339070674935067,no_turn,True
16,42,0,14,14,8,1,16.97527060782681,11.49722600844067,13.494963125231905,10.111536406228641,no_turn,True
16,42,1,27,27,21,0,30.768817651956702,20.959741509445333,28.262229884002814,9.300272161258652,no_turn,True
16,43,0,14,14,8,1,16.97527060782681,11.49722600844067,13.494963125231905,10.111536406228641,no_turn,True
16,43,1,27,27,21,0,30.768817651956702,20.959741509445333,28.262229884002814,9.300272161258652,no_turn,True
16,44,0,14,14,8,1,16.97527060782681,11.49722600844067,13.494963125231905,10.111536406228641,no_turn,True
16,44,1,27,27,21,0,30.768817651956702,20.959741509445333,28.262229884002814,9.300272161258652,no_turn,True
17,42,0,15,15,0,0,-11.852373022481268,-11.852373022481268,-11.852373022481268,17.69010898877801,no_turn,True
17,42,1,13,13,0,0,-9.38255620316403,-9.38255620316403,-9.38255620316403,14.003815228603031,no_turn,True
17,43,0,15,15,0,0,-11.852373022481268,-11.852373022481268,-11.852373022481268,17.69010898877801,no_turn,True
17,43,1,13,13,0,0,-9.38255620316403,-9.38255620316403,-9.38255620316403,14.003815228603031,no_turn,True
17,44,0,15,15,0,0,-11.852373022481268,-11.852373022481268,-11.852373022481268,17.69010898877801,no_turn,True
17,44,1,13,13,0,0,-9.38255620316403,-9.38255620316403,-9.38255620316403,14.003815228603031,no_turn,True
18,42,0,18,18,6,0,-0.4373855120732717,-3.8243294730482384,-4.03302067390905,17.07072464488548,no_turn,True
18,42,1,77,77,26,1,4.739300582847626,1.061472583781006,0.8891822731119721,17.55328271216772,no_turn,True
18,43,0,18,18,6,0,-0.4373855120732717,-3.8243294730482384,-4.03302067390905,17.07072464488548,no_turn,True
18,43,1,77,77,26,1,4.739300582847626,1.061472583781006,0.8891822731119721,17.55328271216772,no_turn,True
18,44,0,18,18,6,0,-0.4373855120732717,-3.8243294730482384,-4.03302067390905,17.07072464488548,no_turn,True
18,44,1,77,77,26,1,4.739300582847626,1.061472583781006,0.8891822731119721,17.55328271216772,no_turn,True
19,42,0,32,32,14,0,36.61440466278101,25.32352557690264,33.75968513852186,15.87402289137162,no_turn,True
19,42,1,37,37,21,0,35.86915070774354,24.57827162186517,33.01443118348439,16.98634222724844,no_turn,True
19,43,0,32,32,14,0,36.61440466278101,25.32352557690264,33.75968513852186,15.87402289137162,no_turn,True
19,43,1,37,37,21,0,35.86915070774354,24.57827162186517,33.01443118348439,16.98634222724844,no_turn,True
19,44,0,32,32,14,0,36.61440466278101,25.32352557690264,33.75968513852186,15.87402289137162,no_turn,True
19,44,1,37,37,21,0,35.86915070774354,24.57827162186517,33.01443118348439,16.98634222724844,no_turn,True
20,42,0,29,29,15,4,17.292381348875935,12.097160965666134,13.670498663959314,10.75763977779711,no_turn,True
20,43,0,29,29,15,4,17.292381348875935,12.097160965666134,13.670498663959314,10.75763977779711,no_turn,True
20,44,0,29,29,15,4,17.292381348875935,12.097160965666134,13.670498663959314,10.75763977779711,no_turn,True
21,42,0,4,4,0,0,-9.57323064113239,-9.57323064113239,-9.57323064113239,14.288403941988642,no_turn,True
21,43,0,4,4,0,0,-9.57323064113239,-9.57323064113239,-9.57323064113239,14.288403941988642,no_turn,True
21,44,0,4,4,0,0,-9.57323064113239,-9.57323064113239,-9.57323064113239,14.288403941988642,no_turn,True
22,42,0,30,30,10,2,11.674604496253123,7.227294430134181,9.22457883053841,13.545366423502802,no_turn,True
22,42,1,30,30,10,2,10.990965861781847,6.543655795662906,8.540940196067135,14.565722594355451,no_turn,True
22,43,0,30,30,10,2,11.674604496253123,7.227294430134181,9.22457883053841,13.545366423502802,no_turn,True
22,43,1,30,30,10,2,10.990965861781847,6.543655795662906,8.540940196067135,14.565722594355451,no_turn,True
22,44,0,30,30,10,2,11.674604496253123,7.227294430134181,9.22457883053841,13.545366423502802,no_turn,True
22,44,1,30,30,10,2,10.990965861781847,6.543655795662906,8.540940196067135,14.565722594355451,no_turn,True
23,42,0,23,23,6,0,15.252456286427975,10.624860229523513,12.486585989331797,7.459020468017946,no_turn,True
23,43,0,23,23,6,0,15.252456286427975,10.624860229523513,12.486585989331797,7.459020468017946,no_turn,True
23,44,0,23,23,6,0,15.252456286427975,10.624860229523513,12.486585989331797,7.459020468017946,no_turn,True
24,42,0,26,26,0,0,-11.61486261448793,-11.61486261448793,-11.61486261448793,17.335615842519296,no_turn,True
24,43,0,26,26,0,0,-11.61486261448793,-11.61486261448793,-11.61486261448793,17.335615842519296,no_turn,True
24,44,0,26,26,0,0,-11.61486261448793,-11.61486261448793,-11.61486261448793,17.335615842519296,no_turn,True
25,42,0,41,41,32,4,27.235428809325562,21.379807231430064,22.51789270309319,5.618762971155878,no_turn,True
25,42,1,40,40,31,4,27.133014154870942,21.277392576975444,22.41547804863857,5.7716206643717305,no_turn,True
25,43,0,41,41,32,4,27.235428809325562,21.379807231430064,22.51789270309319,5.618762971155878,no_turn,True
25,43,1,40,40,31,4,27.133014154870942,21.277392576975444,22.41547804863857,5.7716206643717305,no_turn,True
25,44,0,41,41,32,4,27.235428809325562,21.379807231430064,22.51789270309319,5.618762971155878,no_turn,True
25,44,1,40,40,31,4,27.133014154870942,21.277392576975444,22.41547804863857,5.7716206643717305,no_turn,True
26,42,0,12,12,13,1,13.474021648626145,8.967147084436576,9.318618485603686,8.247728882647545,no_turn,True
26,42,1,2,2,2,0,-0.9788925895087432,-2.4087503448414944,-2.3599971151782855,11.535660581356332,no_turn,True
26,43,0,12,12,13,1,13.474021648626145,8.967147084436576,9.318618485603686,8.247728882647545,no_turn,True
26,43,1,2,2,2,0,-0.9788925895087432,-2.4087503448414944,-2.3599971151782855,11.535660581356332,no_turn,True
26,44,0,12,12,13,1,13.474021648626145,8.967147084436576,9.318618485603686,8.247728882647545,no_turn,True
26,44,1,2,2,2,0,-0.9788925895087432,-2.4087503448414944,-2.3599971151782855,11.535660581356332,no_turn,True
27,42,0,30,30,7,0,-3.576311407160702,-5.5902193863233,-7.180366330445519,18.02434538382194,no_turn,True
27,42,1,19,19,1,0,-7.933555370524566,-9.168761224698477,-10.89272539880615,19.30381398585756,no_turn,True
27,43,0,30,30,7,0,-3.576311407160702,-5.5902193863233,-7.180366330445519,18.02434538382194,no_turn,True
27,43,1,19,19,1,0,-7.933555370524566,-9.168761224698477,-10.89272539880615,19.30381398585756,no_turn,True
27,44,0,30,30,7,0,-3.576311407160702,-5.5902193863233,-7.180366330445519,18.02434538382194,no_turn,True
27,44,1,19,19,1,0,-7.933555370524566,-9.168761224698477,-10.89272539880615,19.30381398585756,no_turn,True
28,42,0,0,0,0,0,-8.069691923397171,-8.069691923397171,-8.069691923397171,12.044316303577865,no_turn,True
28,43,0,0,0,0,0,-8.069691923397171,-8.069691923397171,-8.069691923397171,12.044316303577865,no_turn,True
28,44,0,0,0,0,0,-8.069691923397171,-8.069691923397171,-8.069691923397171,12.044316303577865,no_turn,True
29,42,0,33,33,0,0,-11.985179017485432,-11.985179017485432,-11.985179017485432,17.8883268917693,no_turn,True
29,43,0,33,33,0,0,-11.985179017485432,-11.985179017485432,-11.985179017485432,17.8883268917693,no_turn,True
29,44,0,33,33,0,0,-11.985179017485432,-11.985179017485432,-11.985179017485432,17.8883268917693,no_turn,True
30,42,0,1,1,0,0,-10.577393838467945,-10.577393838467945,-10.577393838467945,15.787154982787976,no_turn,True
30,42,1,4,4,4,0,18.87572855953372,12.528427194678681,15.598022518156299,16.97652453800937,no_turn,True
30,43,0,1,1,0,0,-10.577393838467945,-10.577393838467945,-10.577393838467945,15.787154982787976,no_turn,True
30,43,1,4,4,4,0,18.87572855953372,12.528427194678681,15.598022518156299,16.97652453800937,no_turn,True
30,44,0,1,1,0,0,-10.577393838467945,-10.577393838467945,-10.577393838467945,15.787154982787976,no_turn,True
30,44,1,4,4,4,0,18.87572855953372,12.528427194678681,15.598022518156299,16.97652453800937,no_turn,True
31,42,0,50,50,28,3,36.98900915903414,27.623722810041823,33.51213538913902,10.464165434277406,no_turn,True
31,43,0,50,50,28,3,36.98900915903414,27.623722810041823,33.51213538913902,10.464165434277406,no_turn,True
31,44,0,50,50,28,3,36.98900915903414,27.623722810041823,33.51213538913902,10.464165434277406,no_turn,True
32,42,0,30,30,7,1,6.529641965029142,3.9578349429748654,0.9818604724225954,7.418444828314713,no_turn,True
32,42,1,30,30,6,1,5.998084929225644,3.3971568444658473,0.4503034366190981,8.211813538469187,no_turn,True
32,43,0,30,30,7,1,6.529641965029142,3.9578349429748654,0.9818604724225954,7.418444828314713,no_turn,True
32,43,1,30,30,6,1,5.998084929225644,3.3971568444658473,0.4503034366190981,8.211813538469187,no_turn,True
32,44,0,30,30,7,1,6.529641965029142,3.9578349429748654,0.9818604724225954,7.418444828314713,no_turn,True
32,44,1,30,30,6,1,5.998084929225644,3.3971568444658473,0.4503034366190981,8.211813538469187,no_turn,True
33,42,0,1,1,0,0,-9.628642797668611,-9.628642797668611,-9.628642797668611,14.371108653236732,no_turn,True
33,43,0,1,1,0,0,-9.628642797668611,-9.628642797668611,-9.628642797668611,14.371108653236732,no_turn,True
33,44,0,1,1,0,0,-9.628642797668611,-9.628642797668611,-9.628642797668611,14.371108653236732,no_turn,True
34,42,0,9,9,2,0,1.3575353871773501,-2.2531215360429737,-2.972573782720673,16.25740986988455,no_turn,True
34,43,0,9,9,2,0,1.3575353871773501,-2.2531215360429737,-2.972573782720673,16.25740986988455,no_turn,True
34,44,0,9,9,2,0,1.3575353871773501,-2.2531215360429737,-2.972573782720673,16.25740986988455,no_turn,True
35,42,0,34,34,11,0,13.368151540383014,6.743302642965098,7.348562467492492,18.107236506891024,no_turn,True
35,43,0,34,34,11,0,13.368151540383014,6.743302642965098,7.348562467492492,18.107236506891024,no_turn,True
35,44,0,34,34,11,0,13.368151540383014,6.743302642965098,7.348562467492492,18.107236506891024,no_turn,True
36,42,0,26,26,30,1,25.513655287260615,17.498917843859555,19.407750281280297,8.561708526476693,no_turn,True
36,42,1,13,13,6,0,3.926353039134055,1.9792918131947959,3.0793687903698235,7.945741732635739,no_turn,True
36,43,0,26,26,30,1,25.513655287260615,17.498917843859555,19.407750281280297,8.561708526476693,no_turn,True
36,43,1,13,13,6,0,3.926353039134055,1.9792918131947959,3.0793687903698235,7.945741732635739,no_turn,True
36,44,0,26,26,30,1,25.513655287260615,17.498917843859555,19.407750281280297,8.561708526476693,no_turn,True
36,44,1,13,13,6,0,3.926353039134055,1.9792918131947959,3.0793687903698235,7.945741732635739,no_turn,True
37,42,0,25,25,14,3,17.94783513738551,13.25244349455821,13.458849458142161,9.779350541215655,no_turn,True
37,43,0,25,25,14,3,17.94783513738551,13.25244349455821,13.458849458142161,9.779350541215655,no_turn,True
37,44,0,25,25,14,3,17.94783513738551,13.25244349455821,13.458849458142161,9.779350541215655,no_turn,True
38,42,0,11,11,3,1,3.2443380516236466,1.2114510787003585,-1.8891401735576672,10.829346191606497,no_turn,True
38,43,0,11,11,3,1,3.2443380516236466,1.2114510787003585,-1.8891401735576672,10.829346191606497,no_turn,True
38,44,0,11,11,3,1,3.2443380516236466,1.2114510787003585,-1.8891401735576672,10.829346191606497,no_turn,True
39,42,0,27,27,18,1,14.46798501248959,7.751869662001285,9.203968148107199,15.719425354493149,no_turn,True
39,43,0,27,27,18,1,14.46798501248959,7.751869662001285,9.203968148107199,15.719425354493149,no_turn,True
39,44,0,27,27,18,1,14.46798501248959,7.751869662001285,9.203968148107199,15.719425354493149,no_turn,True
40,42,0,2,2,0,0,-11.69412989175687,-11.69412989175687,-11.69412989175687,17.453925211577417,no_turn,True
40,42,1,1,1,0,0,-13.141590341382184,-13.141590341382184,-13.141590341382184,19.614313942361466,no_turn,True
40,43,0,2,2,0,0,-11.69412989175687,-11.69412989175687,-11.69412989175687,17.453925211577417,no_turn,True
40,43,1,1,1,0,0,-13.141590341382184,-13.141590341382184,-13.141590341382184,19.614313942361466,no_turn,True
40,44,0,2,2,0,0,-11.69412989175687,-11.69412989175687,-11.69412989175687,17.453925211577417,no_turn,True
40,44,1,1,1,0,0,-13.141590341382184,-13.141590341382184,-13.141590341382184,19.614313942361466,no_turn,True
41,42,0,44,44,5,1,3.0186511240632807,-0.3286314552859668,0.0590685322231419,19.375147576024954,no_turn,True
41,42,1,49,49,13,2,28.882431307243962,20.29404170419558,22.92388664772286,20.6978637205314,no_turn,True
41,43,0,44,44,5,1,3.0186511240632807,-0.3286314552859668,0.0590685322231419,19.375147576024954,no_turn,True
41,43,1,49,49,13,2,28.882431307243962,20.29404170419558,22.92388664772286,20.6978637205314,no_turn,True
41,44,0,44,44,5,1,3.0186511240632807,-0.3286314552859668,0.0590685322231419,19.375147576024954,no_turn,True
41,44,1,49,49,13,2,28.882431307243962,20.29404170419558,22.92388664772286,20.6978637205314,no_turn,True
42,42,0,16,16,7,2,6.6223147377185665,3.3744693016148837,1.8828921702246983,17.72788845116632,no_turn,True
42,43,0,16,16,7,2,6.6223147377185665,3.3744693016148837,1.8828921702246983,17.72788845116632,no_turn,True
42,44,0,16,16,7,2,6.6223147377185665,3.3744693016148837,1.8828921702246983,17.72788845116632,no_turn,True
43,42,0,4,4,5,0,9.743297252289757,5.885678922495125,7.874757155715476,11.577168280164539,no_turn,True
43,42,1,8,8,7,0,7.194879267277267,2.8793127405336456,5.433263810656193,15.380777213019003,no_turn,True
43,43,0,4,4,5,0,9.743297252289757,5.885678922495125,7.874757155715476,11.577168280164539,no_turn,True
43,43,1,8,8,7,0,7.194879267277267,2.8793127405336456,5.433263810656193,15.380777213019003,no_turn,True
43,44,0,4,4,5,0,9.743297252289757,5.885678922495125,7.874757155715476,11.577168280164539,no_turn,True
43,44,1,8,8,7,0,7.194879267277267,2.8793127405336456,5.433263810656193,15.380777213019003,no_turn,True
44,42,0,9,9,4,0,1.116652789342215,-2.424407235793767,-0.010141853377252374,16.990070463668335,no_turn,True
44,43,0,9,9,4,0,1.116652789342215,-2.424407235793767,-0.010141853377252374,16.990070463668335,no_turn,True
44,44,0,9,9,4,0,1.116652789342215,-2.424407235793767,-0.010141853377252374,16.990070463668335,no_turn,True
45,42,0,56,56,35,8,31.74050791007494,23.56078911566719,29.13345458043829,10.088794164067258,no_turn,True
45,43,0,56,56,35,8,31.74050791007494,23.56078911566719,29.13345458043829,10.088794164067258,no_turn,True
45,44,0,56,56,35,8,31.74050791007494,23.56078911566719,29.13345458043829,10.088794164067258,no_turn,True
46,42,0,1,1,3,0,-9.321482098251458,-9.321482098251458,-9.321482098251458,13.912659848136505,no_turn,True
46,42,1,1,1,3,0,-13.02073272273106,-13.02073272273106,-13.02073272273106,19.433929436912027,no_turn,True
46,43,0,1,1,3,0,-9.321482098251458,-9.321482098251458,-9.321482098251458,13.912659848136505,no_turn,True
46,43,1,1,1,3,0,-13.02073272273106,-13.02073272273106,-13.02073272273106,19.433929436912027,no_turn,True
46,44,0,1,1,3,0,-9.321482098251458,-9.321482098251458,-9.321482098251458,13.912659848136505,no_turn,True
46,44,1,1,1,3,0,-13.02073272273106,-13.02073272273106,-13.02073272273106,19.433929436912027,no_turn,True
47,42,0,26,26,3,1,0.5028309741881731,-2.3057129360856496,-2.8338590697286534,18.652491083301232,no_turn,True
47,42,1,26,26,21,0,12.201790174854288,6.123858703539547,9.49188131099245,20.22120869424733,no_turn,True
47,43,0,26,26,3,1,0.5028309741881731,-2.3057129360856496,-2.8338590697286534,18.652491083301232,no_turn,True
47,43,1,26,26,21,0,12.201790174854288,6.123858703539547,9.49188131099245,20.22120869424733,no_turn,True
47,44,0,26,26,3,1,0.5028309741881731,-2.3057129360856496,-2.8338590697286534,18.652491083301232,no_turn,True
47,44,1,26,26,21,0,12.201790174854288,6.123858703539547,9.49188131099245,20.22120869424733,no_turn,True
48,42,0,34,34,5,0,-3.2926727726894267,-5.143536307843483,-7.863205915348761,16.4816011532678,no_turn,True
48,43,0,34,34,5,0,-3.2926727726894267,-5.143536307843483,-7.863205915348761,16.4816011532678,no_turn,True
48,44,0,34,34,5,0,-3.2926727726894267,-5.143536307843483,-7.863205915348761,16.4816011532678,no_turn,True
49,42,0,32,32,11,2,10.52535387177352,5.386346500838245,6.419926468303627,17.872606161532058,no_turn,True
49,42,1,16,16,2,0,-9.639342214820983,-10.409373924611739,-10.133143897029283,19.610958529583556,no_turn,True
49,43,0,32,32,11,2,10.52535387177352,5.386346500838245,6.419926468303627,17.872606161532058,no_turn,True
49,43,1,16,16,2,0,-9.639342214820983,-10.409373924611739,-10.133143897029283,19.610958529583556,no_turn,True
49,44,0,32,32,11,2,10.52535387177352,5.386346500838245,6.419926468303627,17.872606161532058,no_turn,True
49,44,1,16,16,2,0,-9.639342214820983,-10.409373924611739,-10.133143897029283,19.610958529583556,no_turn,True
50,42,0,52,52,22,5,25.930058284762694,17.928892007910328,20.704942116666267,18.761107037667617,no_turn,True
50,43,0,52,52,22,5,25.930058284762694,17.928892007910328,20.704942116666267,18.761107037667617,no_turn,True
50,44,0,52,52,22,5,25.930058284762694,17.928892007910328,20.704942116666267,18.761107037667617,no_turn,True
51,42,0,15,15,8,3,46.14154870940882,34.72399980028494,42.077243280352775,10.982763120285336,no_turn,True
51,43,0,15,15,8,3,46.14154870940882,34.72399980028494,42.077243280352775,10.982763120285336,no_turn,True
51,44,0,15,15,8,3,46.14154870940882,34.72399980028494,42.077243280352775,10.982763120285336,no_turn,True
52,42,0,17,17,6,2,13.730016652789342,10.384452061057285,8.57249997319407,8.238781115239789,no_turn,True
52,43,0,17,17,6,2,13.730016652789342,10.384452061057285,8.57249997319407,8.238781115239789,no_turn,True
52,44,0,17,17,6,2,13.730016652789342,10.384452061057285,8.57249997319407,8.238781115239789,no_turn,True
53,42,0,0,0,0,0,-8.96736053288926,-8.96736053288926,-8.96736053288926,13.384120198342178,no_turn,True
53,43,0,0,0,0,0,-8.96736053288926,-8.96736053288926,-8.96736053288926,13.384120198342178,no_turn,True
53,44,0,0,0,0,0,-8.96736053288926,-8.96736053288926,-8.96736053288926,13.384120198342178,no_turn,True
54,42,0,13,13,3,1,13.280557868442964,9.16900735514824,9.837457994708101,11.148421091876173,no_turn,True
54,42,1,71,71,73,2,31.212364696086595,22.69547748031239,25.59059124635334,10.503933289422994,no_turn,True
54,43,0,13,13,3,1,13.280557868442964,9.16900735514824,9.837457994708101,11.148421091876173,no_turn,True
54,43,1,71,71,73,2,31.212364696086595,22.69547748031239,25.59059124635334,10.503933289422994,no_turn,True
54,44,0,13,13,3,1,13.280557868442964,9.16900735514824,9.837457994708101,11.148421091876173,no_turn,True
54,44,1,71,71,73,2,31.212364696086595,22.69547748031239,25.59059124635334,10.503933289422994,no_turn,True
55,42,0,18,18,5,1,0.560033305578683,-2.321286111564273,-3.7155515049705397,18.567114469285546,no_turn,True
55,42,1,25,25,17,4,27.673813488759365,19.406497649358478,21.160672758725426,19.88983061379199,no_turn,True
