policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,area_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min,run_id
corridor_only,43,2015-04-22T05:51:00,205,0,0,0,0.0,-11.568567860116572,0.0,0.0,0.0,0.0,15,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-22T11:18:00,158,0,0,0,0.0,-7.434721065778518,0.0,0.0,0.0,0.0,33,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-22T12:22:00,239,0,0,1,0.0,-6.885720233139051,1.0,0.0,6.0,0.0,31,183399,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-22T13:01:00,134,0,2,3,14.5,3.497626977518733,3.0,2.05,3.221859246032246,0.2992490827816704,22,163483;213393;158424,163483;158424,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-22T16:50:00,97,1,0,2,0.0,-12.162822647793506,3.0,0.0,6.0,0.0,16,167510;197103,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-22T17:00:00,139,0,0,1,0.0,-7.260407993338885,1.0,0.0,6.0,0.0,23,273173,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-23T01:29:00,249,0,2,2,12.0,2.4350957535387163,2.0,1.5750000000000002,3.224937223981592,0.6419286256504448,13,174881;135857,174881;135857,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-23T06:38:00,231,0,0,1,0.0,-9.887135720233141,1.0,0.0,6.0,0.0,23,93588,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-23T11:59:00,152,0,2,3,16.0,10.089966694421316,8.0,3.0,3.1828515234654096,0.27766078109953934,31,207490;238185;108790,207490;238185,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-23T17:59:00,123,0,0,0,0.0,-12.134970857618653,0.0,0.0,0.0,0.0,47,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-23T18:45:00,118,0,1,3,7.25,-3.6358451290591187,12.0,1.7833333333333334,4.559017760054237,0.2257948041221707,51,90052;36211;264200,36211,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-23T22:54:00,230,0,0,0,0.0,-7.251623646960867,1.0,0.0,0.0,0.0,53,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T06:18:00,155,0,0,0,0.0,-7.292381348875938,0.0,0.0,0.0,0.0,7,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T10:00:00,28,0,0,0,0.0,-8.069691923397171,0.0,0.0,0.0,0.0,32,,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T11:57:00,164,0,2,3,13.0,7.790133222314737,6.0,2.433333333333333,3.7466211052334457,0.4371370517404056,31,90896;150559;104353,90896;150559,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T12:45:00,174,0,0,3,0.0,-6.743630308076604,6.0,0.0,4.878318845360022,0.14029340780336833,47,45735;67675;226900,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T14:04:00,145,0,1,2,18.75,12.745878434637802,8.0,4.883333333333334,4.818049377880319,0.5617317071912445,36,162947;123226,162947,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T15:47:00,104,0,0,3,0.0,-12.183846794338052,6.0,0.0,6.0,0.0,41,146007;80819;126755,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T15:57:00,148,0,0,2,0.0,-10.786636136552874,2.0,0.0,6.0,0.0,28,273186;13682,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T17:42:00,108,0,0,1,0.0,-11.705786844296421,1.0,0.0,6.0,0.0,44,150516,,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T19:16:00,203,0,1,1,11.0,3.0744379683596987,1.0,3.433333333333333,4.270595219706011,0.7341825803433821,42,139428,139428,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
corridor_only,43,2015-04-24T20:06:00,71,0,1,3,12.0,5.61128226477935,11.0,0.95,5.247115411090279,0.23243755147795722,62,173011;18582;116376,173011,yellow,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5,dispatch-yellow-sparse-high-occlusion-sparse-high-occlusion-dispatch-d10-canonical-20260410T053245Z-d0750981
