driver_id,seed,time_slice,hour_start,hour_end,route_idx,candidate_count,time_eligible_candidate_count,feasible_opportunity_count,observable_opportunity_count,nominal_route_value,observable_route_value,walk_route_value,route_distance_miles,observability_profile,observability_ablation,use_urban_context
32,42,evening_peak,16,19,0,25,25,1,1,-7.635054121565364,-8.133434786840997,-10.232273971582934,16.619483763530393,calibrated,full,True
32,42,evening_peak,16,19,1,27,27,1,1,-8.380308076602834,-8.878688741878467,-10.977527926620404,17.731803099407212,calibrated,full,True
32,43,evening_peak,16,19,0,25,25,1,1,-7.635054121565364,-8.133434786840997,-10.232273971582934,16.619483763530393,calibrated,full,True
32,43,evening_peak,16,19,1,27,27,1,1,-8.380308076602834,-8.878688741878467,-10.977527926620404,17.731803099407212,calibrated,full,True
33,42,evening_peak,16,19,0,27,27,16,10,20.007410491257286,15.903827584862796,16.542845460838695,9.317297774242858,calibrated,full,True
33,43,evening_peak,16,19,0,27,27,16,10,20.007410491257286,15.903827584862796,16.542845460838695,9.317297774242858,calibrated,full,True
34,42,evening_peak,16,19,0,14,14,4,4,-0.0476686094920904,-1.0276735926999319,-4.057275582454784,9.399505387301627,calibrated,full,True
34,43,evening_peak,16,19,0,14,14,4,4,-0.0476686094920904,-1.0276735926999319,-4.057275582454784,9.399505387301627,calibrated,full,True
35,42,evening_peak,16,19,0,0,0,0,0,-13.713114071606995,-13.713114071606995,-13.713114071606995,20.46733443523432,calibrated,full,True
35,43,evening_peak,16,19,0,0,0,0,0,-13.713114071606995,-13.713114071606995,-13.713114071606995,20.46733443523432,calibrated,full,True
36,42,evening_peak,16,19,0,11,11,15,6,18.1266860949209,12.271908652858535,11.608497868252705,11.004946126983734,calibrated,full,True
36,43,evening_peak,16,19,0,11,11,15,6,18.1266860949209,12.271908652858535,11.608497868252705,11.004946126983734,calibrated,full,True
37,42,evening_peak,16,19,0,53,53,25,2,11.921190674437968,7.383770351836326,5.913470201319836,7.953446754570196,calibrated,full,True
37,42,evening_peak,16,19,1,54,54,21,2,20.389592006661115,14.105910794666823,15.14382717831139,8.746877601998335,calibrated,full,True
37,43,evening_peak,16,19,0,53,53,25,2,11.921190674437968,7.383770351836326,5.913470201319836,7.953446754570196,calibrated,full,True
37,43,evening_peak,16,19,1,54,54,21,2,20.389592006661115,14.105910794666823,15.14382717831139,8.746877601998335,calibrated,full,True
38,42,evening_peak,16,19,0,10,10,7,1,8.516361365528725,4.964197280450522,4.534069183211178,9.677072588763096,calibrated,full,True
38,42,evening_peak,16,19,1,6,6,2,1,3.6850541215653614,0.8505903229491381,1.1346987875424155,12.410366982738266,calibrated,full,True
38,43,evening_peak,16,19,0,10,10,7,1,8.516361365528725,4.964197280450522,4.534069183211178,9.677072588763096,calibrated,full,True
38,43,evening_peak,16,19,1,6,6,2,1,3.6850541215653614,0.8505903229491381,1.1346987875424155,12.410366982738266,calibrated,full,True
39,42,evening_peak,16,19,0,11,11,1,1,-11.005537052456287,-11.005537052456287,-11.005537052456287,16.426174705158637,calibrated,full,True
39,42,evening_peak,16,19,1,12,12,1,1,-11.750791007493756,-11.750791007493756,-11.750791007493756,17.538494041035456,calibrated,full,True
39,43,evening_peak,16,19,0,11,11,1,1,-11.005537052456287,-11.005537052456287,-11.005537052456287,16.426174705158637,calibrated,full,True
39,43,evening_peak,16,19,1,12,12,1,1,-11.750791007493756,-11.750791007493756,-11.750791007493756,17.538494041035456,calibrated,full,True
40,42,evening_peak,16,19,0,2,2,0,0,-12.200333055786846,-12.200333055786846,-12.200333055786846,18.209452322069918,calibrated,full,True
40,42,evening_peak,16,19,1,2,2,0,0,-11.098293089092424,-11.098293089092424,-11.098293089092424,16.564616550884214,calibrated,full,True
40,43,evening_peak,16,19,0,2,2,0,0,-12.200333055786846,-12.200333055786846,-12.200333055786846,18.209452322069918,calibrated,full,True
40,43,evening_peak,16,19,1,2,2,0,0,-11.098293089092424,-11.098293089092424,-11.098293089092424,16.564616550884214,calibrated,full,True
41,42,evening_peak,16,19,0,9,9,3,2,13.581640299750205,9.578122985348191,11.008193242276786,10.325910000372826,calibrated,full,True
41,43,evening_peak,16,19,0,9,9,3,2,13.581640299750205,9.578122985348191,11.008193242276786,10.325910000372826,calibrated,full,True
42,42,evening_peak,16,19,0,3,3,0,0,-7.797169025811825,-7.797169025811825,-7.797169025811825,11.637565710166902,calibrated,full,True
42,42,evening_peak,16,19,1,3,3,0,0,-7.308201498751041,-7.308201498751041,-7.308201498751041,10.907763430971702,calibrated,full,True
42,43,evening_peak,16,19,0,3,3,0,0,-7.797169025811825,-7.797169025811825,-7.797169025811825,11.637565710166902,calibrated,full,True
42,43,evening_peak,16,19,1,3,3,0,0,-7.308201498751041,-7.308201498751041,-7.308201498751041,10.907763430971702,calibrated,full,True
43,42,evening_peak,16,19,0,0,0,0,0,-10.438134887593673,-10.438134887593673,-10.438134887593673,15.579305802378617,calibrated,full,True
43,43,evening_peak,16,19,0,0,0,0,0,-10.438134887593673,-10.438134887593673,-10.438134887593673,15.579305802378617,calibrated,full,True
44,42,evening_peak,16,19,0,24,24,3,0,-3.5649458784346404,-5.574483187581239,-8.642521387402091,18.0073819081114,calibrated,full,True
44,43,evening_peak,16,19,0,24,24,3,0,-3.5649458784346404,-5.574483187581239,-8.642521387402091,18.0073819081114,calibrated,full,True
45,42,evening_peak,16,19,0,21,21,2,0,5.4950041631973345,1.489755978754376,0.09007693708341158,17.54476990567562,calibrated,full,True
45,43,evening_peak,16,19,0,21,21,2,0,5.4950041631973345,1.489755978754376,0.09007693708341158,17.54476990567562,calibrated,full,True
46,42,evening_peak,16,19,0,0,0,0,0,-11.08276436303081,-11.08276436303081,-11.08276436303081,16.541439347807177,calibrated,full,True
46,42,evening_peak,16,19,1,0,0,0,0,-11.436344712739384,-11.436344712739384,-11.436344712739384,17.069171213043855,calibrated,full,True
46,43,evening_peak,16,19,0,0,0,0,0,-11.08276436303081,-11.08276436303081,-11.08276436303081,16.541439347807177,calibrated,full,True
46,43,evening_peak,16,19,1,0,0,0,0,-11.436344712739384,-11.436344712739384,-11.436344712739384,17.069171213043855,calibrated,full,True
47,42,evening_peak,16,19,0,29,29,14,3,17.80353871773522,13.324152435534351,12.780533332331999,10.367852660096688,calibrated,full,True
47,42,evening_peak,16,19,1,27,27,15,3,17.38059950041632,12.402331592738637,12.60943418222952,10.252836566542806,calibrated,full,True
47,43,evening_peak,16,19,0,29,29,14,3,17.80353871773522,13.324152435534351,12.780533332331999,10.367852660096688,calibrated,full,True
47,43,evening_peak,16,19,1,27,27,15,3,17.38059950041632,12.402331592738637,12.60943418222952,10.252836566542806,calibrated,full,True
48,42,evening_peak,16,19,0,1,1,0,0,-16.686636136552874,-16.686636136552874,-16.686636136552874,24.905427069481902,calibrated,full,True
48,43,evening_peak,16,19,0,1,1,0,0,-16.686636136552874,-16.686636136552874,-16.686636136552874,24.905427069481902,calibrated,full,True
49,42,evening_peak,16,19,0,24,24,9,3,2.252706078268109,0.9775465186701284,-1.542465011865957,10.816856599599836,calibrated,full,True
49,42,evening_peak,16,19,1,24,24,6,4,7.2763946711074095,5.515039559088137,1.263584606260304,9.288963177451627,calibrated,full,True
49,43,evening_peak,16,19,0,24,24,9,3,2.252706078268109,0.9775465186701284,-1.542465011865957,10.816856599599836,calibrated,full,True
49,43,evening_peak,16,19,1,24,24,6,4,7.2763946711074095,5.515039559088137,1.263584606260304,9.288963177451627,calibrated,full,True
50,42,evening_peak,16,19,0,1,1,1,1,-5.220566194837639,-6.682730231333571,-7.47289528359579,21.224725663936773,calibrated,full,True
50,43,evening_peak,16,19,0,1,1,1,1,-5.220566194837639,-6.682730231333571,-7.47289528359579,21.224725663936773,calibrated,full,True
51,42,evening_peak,16,19,0,20,20,8,6,10.301457119067443,7.347202168610072,3.5082545370526583,11.863496837212772,calibrated,full,True
51,42,evening_peak,16,19,1,21,21,9,6,13.793255620316403,9.730316198546154,8.756487510280797,12.24887220848298,calibrated,full,True
51,43,evening_peak,16,19,0,20,20,8,6,10.301457119067443,7.347202168610072,3.5082545370526583,11.863496837212772,calibrated,full,True
51,43,evening_peak,16,19,1,21,21,9,6,13.793255620316403,9.730316198546154,8.756487510280797,12.24887220848298,calibrated,full,True
52,42,evening_peak,16,19,0,26,26,2,1,-4.840091590341384,-5.850295888550588,-8.200935480906605,16.925509836330423,calibrated,full,True
52,43,evening_peak,16,19,0,26,26,2,1,-4.840091590341384,-5.850295888550588,-8.200935480906605,16.925509836330423,calibrated,full,True
53,42,evening_peak,16,19,0,37,37,17,4,37.868234804329724,30.43976751271144,35.28134557843623,8.032485366672052,calibrated,full,True
53,43,evening_peak,16,19,0,37,37,17,4,37.868234804329724,30.43976751271144,35.28134557843623,8.032485366672052,calibrated,full,True
54,42,evening_peak,16,19,0,13,13,0,0,-11.083222314737721,-11.083222314737721,-11.083222314737721,16.542122857817493,calibrated,full,True
54,42,evening_peak,16,19,1,16,16,2,2,6.530599500416319,3.590750105408963,4.8881449069093,17.86477686505027,calibrated,full,True
