driver_id,domain,scenario_name,time_slice,area_slice,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min,run_id,route_idx,route_cost,route_distance_miles,route_duration_min,rider_id,anchor_cell,anchor_idx,pickup_h3,dropoff_h3,fare_share,passenger_count,walk_m,walk_min,anchor_progress,travel_fraction,ambiguity_count,local_straightness,turn_severity,anchor_clutter,urban_clutter_index,sidewalk_access_score,building_height_proxy,context_is_imputed,observability_score,success_probability
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,0,4.909575353871774,7.327724408763841,17.263333333333332,11433,892a100d607ffff,2,892a100d60fffff,892a1008923ffff,4.5,1,364.50831118858036,4.8601108158477375,0.046511627906976744,0.07022252653227093,2,0.4908051901607702,0.6737168589412929,1.9542857142857144,0.79,1.0,0.4,False,0.4137442395373871,0.7154976958149548
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,0,4.909575353871774,7.327724408763841,17.263333333333332,32090,892a100d63bffff,0,892a100d63bffff,892a100d6cbffff,3.5,1,111.78290901987971,1.4904387869317295,0.0,0.07565245426713134,3,0.49080211318484307,0.0,1.6685716258502248,0.79,0.9999998027212039,0.4,False,0.5731068839058426,0.779242753562337
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,0,4.909575353871774,7.327724408763841,17.263333333333332,32090,892a100d633ffff,1,892a100d63bffff,892a100d6cbffff,3.5,1,445.88437283288135,5.945124971105085,0.023255813953488372,0.05646433313109933,3,0.5794497198952748,0.673709228863906,1.7796628243030366,0.776919986477721,1.0,0.36262853279348833,False,0.3857283480489523,0.7042913392195809
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,0,4.909575353871774,7.327724408763841,17.263333333333332,38173,892a100d6abffff,3,892a100d6bbffff,892a1008923ffff,2.5,1,436.53292764466204,5.82043903526216,0.06976744186046512,0.05459625971500142,5,0.49080513684446,0.6737046149143058,2.097142857142857,0.79,1.0,0.4,False,0.3206252886510579,0.678250115460423
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.441174021648626,8.12115525619198,17.84,4993,892a100d607ffff,2,892a100d603ffff,892a100892fffff,3.0,1,305.69669918105626,4.07595598908075,0.041666666666666664,0.062100607730627796,2,0.4908051901607702,0.6737168589412929,1.9542857142857144,0.79,1.0,0.4,False,0.4137442395373871,0.7154976958149548
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.441174021648626,8.12115525619198,17.84,6780,892a100d63bffff,0,892a100d623ffff,892a100d6b3ffff,5.25,1,341.34182195586004,4.551224292744801,0.0,0.10360682617233861,2,0.49080211318484307,0.0,1.6685716258502248,0.79,0.9999998027212039,0.4,False,0.6231068839058427,0.799242753562337
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.441174021648626,8.12115525619198,17.84,11433,892a100d63bffff,0,892a100d60fffff,892a1008923ffff,4.5,1,293.7811880304148,3.9170825070721973,0.0,0.09299705235804546,2,0.49080211318484307,0.0,1.6685716258502248,0.79,0.9999998027212039,0.4,False,0.6231068839058427,0.799242753562337
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.441174021648626,8.12115525619198,17.84,11433,892a100d607ffff,2,892a100d60fffff,892a1008923ffff,4.5,1,364.50831118858036,4.8601108158477375,0.041666666666666664,0.06337106265081853,2,0.4908051901607702,0.6737168589412929,1.9542857142857144,0.79,1.0,0.4,False,0.4137442395373871,0.7154976958149548
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.441174021648626,8.12115525619198,17.84,32090,892a100d63bffff,0,892a100d63bffff,892a100d6cbffff,3.5,1,111.78290901987971,1.4904387869317295,0.0,0.06827120378312491,3,0.49080211318484307,0.0,1.6685716258502248,0.79,0.9999998027212039,0.4,False,0.5731068839058426,0.779242753562337
8,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.441174021648626,8.12115525619198,17.84,32090,892a100d633ffff,1,892a100d63bffff,892a100d6cbffff,3.5,1,445.88437283288135,5.945124971105085,0.020833333333333332,0.050955227176897606,3,0.5794497198952748,0.673709228863906,1.7796628243030366,0.776919986477721,1.0,0.36262853279348833,False,0.3857283480489523,0.7042913392195809
10,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,0,6.258201498751042,9.340599251867227,18.711666666666666,1029,892a100d667ffff,0,892a100d663ffff,892a1072c6bffff,8.5,3,225.60324209801715,3.0080432279735616,0.0,0.05326879575245931,1,0.48687389193871144,0.0,1.6685714285714286,0.79,1.0,0.4,False,0.7723212451971643,0.8589284980788656
10,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,0,6.258201498751042,9.340599251867227,18.711666666666666,4837,892a100d283ffff,3,892a100d28bffff,892a100d6afffff,4.75,1,386.88799550275934,5.158506606703457,0.058823529411764705,0.06963573842682089,1,0.6439765367196455,0.676534318678607,1.6951269381947223,0.79,0.9734444903767064,0.4,False,0.6000430192243902,0.790017207689756
10,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,0,6.258201498751042,9.340599251867227,18.711666666666666,38257,892a100d62bffff,1,892a100d63bffff,892a100f52bffff,13.25,3,402.18961418193214,5.362528189092429,0.0196078431372549,0.9109038656459685,1,0.5587633960101197,0.6765419552982523,1.6685714285714286,0.79,1.0,0.4,False,0.5837365594219702,0.7834946237687881
10,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.3171523730224814,7.936048317944002,19.188333333333333,6418,892a100d603ffff,3,892a100d61bffff,892a1008977ffff,2.5,1,414.2109302342082,5.522812403122776,0.06666666666666667,0.06781435318540165,1,0.6804068100147533,0.6497609817758019,1.8116500115792784,0.79,0.9997785598492929,0.4,False,0.6122856761435286,0.7949142704574114
10,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.3171523730224814,7.936048317944002,19.188333333333333,10772,892a100d603ffff,3,892a100d617ffff,892a1008903ffff,4.5,1,392.6143562935534,5.2348580839140455,0.06666666666666667,0.06781435318540165,5,0.6804068100147533,0.6497609817758019,1.8116500115792784,0.79,0.9997785598492929,0.4,False,0.3722856761435286,0.6989142704574114
10,yellow,sparse_high_occlusion,evening_peak,all,10,0.4,1,calibrated,full,True,0.5,driver-yellow-sparse-high-occlusion-sparse-high-occlusion-evening-peak-d10-canonical-20260410T053243Z-4957538a,1,5.3171523730224814,7.936048317944002,19.188333333333333,23600,892a100d667ffff,0,892a100d62bffff,892a100d617ffff,3.25,1,366.259088292251,4.883454510563348,0.0,0.08792051648689642,2,1.0,0.0,1.5257142857142856,0.79,1.0,0.4,False,0.729185520361991,0.8416742081447963
