policy,domain,scenario_name,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_ablation,use_urban_context,walk_penalty_per_min,mean_actual_profit,mean_expected_value,mean_successful_riders,mean_attempted_riders,mean_nominal_realized_gap,mean_candidate_count,mean_time_eligible_candidate_count,mean_feasible_opportunity_count,mean_observable_opportunity_count,mean_walk_min,mean_observability,n_rows
corridor_only,yellow,sparse_high_occlusion,25,0.4,1,full,False,0.5,0.2941391433065028,0.6060715288241769,0.7633333333333333,2.5,17.895138888888887,19.34,19.34,9.75,1.1233333333333333,4.348786014661282,0.2078610282130221,900
feasible_count_baseline,yellow,sparse_high_occlusion,25,0.4,1,full,False,0.5,4.764397122768062,9.559952678323619,1.4266666666666667,1.9233333333333333,4.795555555555556,19.053333333333335,19.053333333333335,10.06,1.1433333333333333,3.148107634458717,0.42542607800182447,900
ml_meeting_point_comparator,yellow,sparse_high_occlusion,25,0.4,1,full,False,0.5,5.043971644000369,7.070413949832012,1.4422222222222223,1.93,4.762222222222222,18.816666666666666,18.816666666666666,9.75,1.1066666666666667,3.0537679110856115,0.43658015334482214,900
rendezvous_observable,yellow,sparse_high_occlusion,25,0.4,1,full,False,0.5,5.135647793505411,5.628151713493734,1.4577777777777778,1.9266666666666667,4.659166666666667,18.83,18.83,9.77,1.13,3.0697003643795364,0.4385134746562529,900
rendezvous_only,yellow,sparse_high_occlusion,25,0.4,1,full,False,0.5,4.9734556850772496,9.809011240632804,1.4244444444444444,1.93,4.835555555555556,18.803333333333335,18.803333333333335,9.78,1.1,3.13948286071939,0.42547761767135217,900
time_only_baseline,yellow,sparse_high_occlusion,25,0.4,1,full,False,0.5,3.2862843001202693,7.431006522342491,1.2855555555555556,1.7366666666666666,4.144722222222223,17.83,17.83,8.766666666666667,1.0133333333333334,2.932070671322285,0.3982727460958599,900
walk_aware_rendezvous,yellow,sparse_high_occlusion,25,0.4,1,full,False,0.5,4.760983300952909,6.749187188085591,1.4144444444444444,1.9166666666666667,4.963888888888889,18.80666666666667,18.80666666666667,9.783333333333333,1.1066666666666667,2.4316178831043866,0.41533331424626396,900
