policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,area_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min
corridor_only,42,2015-04-03T23:10:00,120,1,1,3,2.75,-2.982639467110742,3.0,4.733333333333333,5.870035099588666,0.2524289132032526,5,8134;13206;26525,26525,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-03T23:10:00,242,0,0,0,0.0,-10.558659450457954,0.0,0.0,0.0,0.0,2,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T01:10:00,241,0,0,0,0.0,-7.069275603663615,0.0,0.0,0.0,0.0,6,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T01:47:00,50,0,0,1,0.0,-3.2805995004163204,1.0,0.0,6.0,0.0,5,13768,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T03:24:00,19,0,0,0,0.0,-10.079641965029143,0.0,0.0,0.0,0.0,4,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T08:43:00,75,0,0,0,0.0,-9.0725645295587,0.0,0.0,0.0,0.0,0,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T10:29:00,186,0,0,0,0.0,-11.525645295587012,0.0,0.0,0.0,0.0,4,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T12:01:00,248,0,1,1,6.25,-1.6425895087427147,1.0,2.05,5.974429857591755,0.7636822260626622,5,30639,30639,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T15:56:00,0,0,0,0,0.0,-8.706786011656954,0.0,0.0,0.0,0.0,4,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T16:29:00,212,0,0,0,0.0,-1.2225645295587013,0.0,0.0,0.0,0.0,12,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T21:21:00,28,0,0,0,0.0,-7.693047460449626,0.0,0.0,0.0,0.0,9,,,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
corridor_only,42,2015-04-04T21:48:00,190,0,1,1,6.0,-1.1084929225645297,2.0,3.5166666666666666,1.653050775550383,0.3435260163833018,14,24439,24439,green,sparse_high_occlusion,all_day,all,,,10,0.4,1,calibrated,full,True,0.5
