policy,domain,scenario_name,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_ablation,use_urban_context,walk_penalty_per_min,mean_actual_profit,mean_expected_value,mean_successful_riders,mean_attempted_riders,mean_nominal_realized_gap,mean_candidate_count,mean_time_eligible_candidate_count,mean_feasible_opportunity_count,mean_observable_opportunity_count,mean_walk_min,mean_observability,n_rows
corridor_only,yellow,very_sparse_extreme_occlusion,10,0.55,1,full,True,0.5,-3.805466927560367,-3.671192049434771,0.5168,2.194,13.70788,7.812,7.812,3.864,0.238,4.334857090779019,0.1764964546281059,2500
feasible_count_baseline,yellow,very_sparse_extreme_occlusion,10,0.55,1,full,True,0.5,-1.7019426977518746,1.2975373022481256,0.8856,1.252,2.99948,7.55,7.55,4.056,0.224,2.616548458342672,0.386796134378967,2500
ml_meeting_point_comparator,yellow,very_sparse_extreme_occlusion,10,0.55,1,full,True,0.5,-1.2782026977518743,0.11027237984129615,0.9008,1.256,2.92584,7.438,7.438,3.966,0.23,2.5786941437807647,0.39973353800178213,2500
rendezvous_observable,yellow,very_sparse_extreme_occlusion,10,0.55,1,full,True,0.5,-1.4087796336386356,-1.0299222041077014,0.8908,1.254,3.04964,7.45,7.45,3.954,0.236,2.576956954201155,0.4009810517303535,2500
rendezvous_only,yellow,very_sparse_extreme_occlusion,10,0.55,1,full,True,0.5,-1.3569350541215666,1.6489649458784337,0.8916,1.258,3.0059,7.424,7.424,3.948,0.228,2.636601075423034,0.39007938726659924,2500
time_only_baseline,yellow,very_sparse_extreme_occlusion,10,0.55,1,full,True,0.5,-2.246169342214822,0.309510657785178,0.8072,1.126,2.5556799999999997,7.164,7.164,3.492,0.23,2.4328083111838263,0.36117416529787877,2500
walk_aware_rendezvous,yellow,very_sparse_extreme_occlusion,10,0.55,1,full,True,0.5,-1.4887456119900093,-0.34353450535227387,0.8728,1.24,3.07858,7.464,7.464,3.98,0.228,2.0612099841340163,0.38077949178030385,2500
